University name,Rank as 2018,course Url,Latitude,Longitude,Address,latlong,Nearest Restuarant,lat(Restuarant),lng(Restuarant),address(Restuarant),Nearest airport,lat(Airport),lng(Airport),Address(Airport),Nearest Gas station,lat(Gas station),lng(Gas Station),Address(Gas Station)
University of British Columbia,51,https://www.ubc.ca/,49.26060520000001,-123.2459938,"2329 West Mall, Vancouver, BC V6T 1Z4, Canada","49.26060520000001,-123.24599380000001",The Point Grill,49.2616027,-123.2552739,"2205 Lower Mall, Vancouver, BC BC V6T, Canada",Vancouver International Airport,49.1966913,-123.1815123,"3211 Grant McConachie Way, Richmond, BC V7B 0A4, Canada",Shell,49.2635599,-123.2034456,"4314 W 10th Ave, Vancouver, BC V6R 2H7, Canada"
New York University (NYU),52,https://www.nyu.edu/,40.72951339999999,-73.9964609,"New York, NY 10003, USA","40.72951339999999,-73.9964609",Blue Hill,40.7320465,-73.9996685,"75 Washington Pl, New York, NY 10011, USA",LaGuardia Airport,40.7769271,-73.87396590000002,"Queens, NY 11371, USA",BP,40.735228899999996,-73.9745506,"FDR Drive & E 23rd St, New York, NY 10010, USA"
Brown University,53,https://www.brown.edu/academics/gradschool/,41.8267718,-71.40254820000001,"Providence, RI 02912, USA","41.826771799999996,-71.40254820000001",McCormick & Schmick's Seafood & Steaks,41.8242665,-71.4132357,"11 Dorrance St, Providence, RI 02903, USA",T. F. Green Airport,41.7245271,-71.43040620000001,"2000 Post Rd, Warwick, RI 02886, USA",Shell,41.8189702,-71.4001098,"457 Benefit St, Providence, RI 02903, USA"
Delft University of Technology,54,https://www.tudelft.nl/en/tpm/,51.99625589999999,4.375865900000001,"Mekelweg 2, 2628 CD Delft, Netherlands","51.99625589999999,4.375865900000001",Restaurant Rossio,52.0101607,4.3573624,"Oude Delft 78, 2611 CD Delft, Netherlands",Rotterdam The Hague Airport,51.9555086,4.439883200000001,"Rotterdam Airportplein 60, 3045 AP Rotterdam, Netherlands",TinQ,51.9944587,4.3615307,"Vulcanusweg 281, 2624 AV Delft, Netherlands"
University of Wisconsin-Madison,55,https://grad.wisc.edu/,43.076592,-89.4124875,"Madison, WI 53706, USA","43.076592,-89.4124875",Wingstop,43.0678737,-89.40713520000001,"1234 Regent St, Madison, WI 53715, USA",Dane County Regional Airport,43.1390659,-89.3364128,"4000 International Ln, Madison, WI 53704, USA",BP,43.07264489999999,-89.42481490000002,"2216 University Ave, Madison, WI 53726, USA"
Tokyo Institute of Technology,56,https://educ.titech.ac.jp/phys/eng/,35.6051229,139.68353019999998,"2 Chome-12-1 Ookayama, Meguro, Tokyo 152-8550, Japan","35.6051229,139.68353019999998",Mitsufuji Ramen restaurant,35.610036,139.677526,"Japan, 〒152-0034 Tokyo, Meguro, Midorigaoka, 1 Chome−14−2",Haneda Airport,35.549393200000004,139.7798386,"Japan, 〒144-0041 Tokyo, Ōta, Hanedakuko",Idemitsu Self Ookayama Service Station,35.6129756,139.6867814,"Japan, 〒152-0013 Tokyo, Meguro, Minami, 3 Chome−12−1"
The University of Warwick,57,https://www.topuniversities.com/universities/university-warwick,52.3792525,-1.5614704,"Coventry CV4 7AL, UK","52.3792525,-1.5614704",Xananas Restaurant,52.3792936,-1.5606438,"6 University Rd, Coventry CV4 7EZ, UK",Birmingham Airport,52.4523821,-1.7435071,"Birmingham B26 3QJ, UK",BP,52.407182299999995,-1.5245274,"Butts Rd, Coventry CV1 3GU, UK"
University of Amsterdam,58,http://www.uva.nl/en/disciplines/sociology,52.35581819999999,4.955726299999999,"1012 WX Amsterdam, Netherlands","52.35581819999999,4.9557262999999985",Cafe Restaurant Polder,52.3545919,4.9527544,"Science Park 201, 1098 XH Amsterdam, Netherlands",Amsterdam Airport Schiphol,52.3105386,4.768274400000001,"Evert van de Beekstraat 202, 1118 CP Schiphol, Netherlands",Texaco,52.3670048,4.9244683,"Sarphatistraat 225, 1018 AE Amsterdam, Netherlands"
Ecole Polytechnique,59,https://www.polytechnique.edu/en,48.7142971,2.2112917000000003,"Route de Saclay, 91128 Palaiseau, France","48.7142971,2.2112917000000003",Restaurant La Grange,48.7038932,2.2331597999999997,"1 Avenue du Moulin de la Planche, 91120 Palaiseau, France",Orly Airport,48.72624329999999,2.3652472,"94390 Orly, France",BP,48.784858,2.226408,"38 Avenue du Maréchal de Lattre de Tassigny, 92360 Meudon, France"
Monash University,60,https://www.monash.edu/about/our-locations,-37.91052379999999,145.13621819999997,"Scenic Blvd & Wellington Road, Clayton VIC 3800, Australia","-37.91052379999999,145.13621819999997",Verona Restaurant,-37.9021544,145.1429559,"630 Blackburn Rd, Notting Hill VIC 3168, Australia",Melbourne Airport,-37.6690123,144.8410273,"Departure Dr, Melbourne Airport VIC 3045, Australia",BP,-37.8987633,145.1239303,"Cnr Stephensons & Ferntree Gully Rds, Mount Waverley VIC 3149, Australia"
University of Washington,61,https://www.washington.edu/,37.09024,-95.712891,"Independence, KS 67301, USA","37.09024,-95.712891",Kenn's Restaurant,37.09024,-95.712891,"Independence, KS 67301, USA",Flying K Ranch Airport,37.09024,-95.712891,"Independence, KS 67301, USA",Big Bear Svc Station,37.09024,-95.712891,"Independence, KS 67301, USA"
Shanghai Jiao Tong University,62,http://en.sjtu.edu.cn/sjtu-in-news,31.201001,121.432841,"1954 Huashan Rd, JiaoTong DaXue, Xuhui Qu, Shanghai Shi, China, 200000","31.201001,121.432841",Applebee's,31.192159999999998,121.44289599999999,"China, Shanghai, Xuhui, 天钥桥路131号永新坊b1楼18号商铺（近辛耕路）",Shanghai Pudong International Airport,31.144343900000003,121.808273,"S1 Yingbin Expy, Pudong Xinqu, Shanghai Shi, China",逸诗美蒂休闲健康加油站,31.194011,121.437579,"China, Shanghai, Xuhui, 虹桥路1号,华山路与虹桥路路口西北角,东方商厦北侧"
Osaka University,63,http://www.osaka-u.ac.jp/,37.789839,-122.401797,"44 Montgomery St Suite 1404, San Francisco, CA 94104, USA","37.789839,-122.401797",Z & Y Restaurant,37.796032000000004,-122.40605259999998,"655 Jackson St, San Francisco, CA 94133, USA",San Francisco International Airport,37.62131289999999,-122.3789554,"San Francisco, CA 94128, USA",76,37.805624200000004,-122.41501540000002,"490 Bay St, San Francisco, CA 94133, USA"
Technical University of Munich,64,https://www.tum.de/en/studies/international-students/,48.14966,11.5678602,"Arcisstraße 21, 80333 München, Germany","48.14966,11.5678602",Restaurant Königshof,48.139573,11.564784,"Karlspl. 25, 80335 München, Germany",Munich International Airport,48.3536621,11.775027900000001,"Nordallee 25, 85356 München, Germany",Shell,48.1493816,11.5480057,"Nymphenburger Str. 57-59, 80335 München, Germany"
University of Glasgow,65,https://www.gla.ac.uk/researchinstitutes/healthwellbeing/,55.8721211,-4.288200499999999,"University Avenue, Glasgow G12 8QQ, UK","55.872121099999994,-4.2882004999999985",Number 16 Restaurant,55.870787,-4.2987493,"16 Byres Rd, Glasgow G11 5JY, UK",Glasgow Airport,55.869074399999995,-4.4350529000000005,"Paisley PA3 2SW, UK",BP,55.86463489999999,-4.2684511,"Elmbank St, Glasgow G2 4PG, UK"
Ludwig-Maximilians-Universität München,66,https://www.en.uni-muenchen.de/,48.150806,11.58043,"Geschwister-Scholl-Platz 1, 80539 München, Germany","48.150806,11.58043",Restaurant Halali,48.1455766,11.58183,"Schönfeldstraße 22, 80539 München, Germany",Munich International Airport,48.3536621,11.775027900000001,"Nordallee 25, 85356 München, Germany",Shell,48.1493816,11.5480057,"Nymphenburger Str. 57-59, 80335 München, Germany"
University of Texas at Austin,67,https://www.utexas.edu/,30.2849185,-97.7340567,"Austin, TX 78712, USA","30.2849185,-97.73405670000001",Olamaie,30.2799058,-97.7436953,"1610 San Antonio St, Austin, TX 78701, USA",Austin-Bergstrom International Airport,30.194084999999998,-97.67108859999999,"3600 Presidential Blvd, Austin, TX 78719, USA",Gulf,30.2839336,-97.71997879999999,"2101 Manor Rd, Austin, TX 78723, USA"
Ruprecht-Karls-Universität Heidelberg,68,https://www.uni-heidelberg.de/index_e.html,49.4191402,8.670249199999999,"Grabengasse 1, 69117 Heidelberg, Germany","49.4191402,8.670249199999999",Das Bootshaus - Restaurant Heidelberg,49.409416,8.6812051,"Schurmanstraße 2, 69115 Heidelberg, Germany",Frankfurt Airport,50.0379326,8.5621518,"60547 Frankfurt, Germany",Aral,49.408101,8.6783339,"Bergheimer Str. 90, 69115 Heidelberg, Germany"
University of Illinois at Urbana-Champaign,69,http://illinois.edu/,40.1019523,-88.2271615,"Champaign, IL, USA","40.1019523,-88.2271615",Timpone's,40.1064461,-88.2236178,"710 S Goodwin Ave, Urbana, IL 61801, USA",University of Illinois Willard Airport CMI,40.03649620000001,-88.2639879,"11 Airport Rd, Savoy, IL 61874, USA",Mobil,40.1108482,-88.2190303,"810 W Green St, Urbana, IL 61801, USA"
Georgia Institute of Technology,70,http://www.eas.gatech.edu/,33.7756178,-84.39628499999998,"North Ave NW, Atlanta, GA 30332, USA","33.7756178,-84.39628499999998",Umma's House Korean Japanese Restaurant,33.777258700000004,-84.3892249,"75 5th St NW, Atlanta, GA 30308, USA",Hartsfield-Jackson Atlanta International Airport,33.6407282,-84.4277001,"6000 N Terminal Pkwy, Atlanta, GA 30320, USA",BP,33.7709001,-84.38937440000001,"610 Spring St NW, Atlanta, GA 30308, USA"
KU Leuven,71,https://www.kuleuven.be/english/research/phd,50.87795449999999,4.7002953000000005,"Oude Markt 13, 3000 Leuven, Belgium","50.87795449999999,4.7002953000000005",Masalatop Indian Restaurant,50.8779974,4.702508900000001,"'s-Meiersstraat 3, 3000 Leuven, Belgium",Brussels Airport,50.900999,4.485574400000001,"Leopoldlaan, 1930 Zaventem, Belgium",Q8,50.8697542,4.695833,"Tervuursevest 58, 3000 Leuven, Belgium"
Pohang University of Science And Technology (POSTECH),72,http://admission.postech.ac.kr/linkUsen.do?f=sub3-7,36.0138857,129.3231836,"77 Cheongam-ro, Jigok-dong, Nam-gu, Pohang, Gyeongsangbuk-do, South Korea","36.0138857,129.3231836",시골여행,36.0060167,129.3220673,"597-2 Yugang-ri, Yeonil-eup, Nam-gu, Pohang, Gyeongsangbuk-do, South Korea",Gimhae International Airport,35.17322,128.9464591,"108 Gonghangjinim-ro, Daejeo 2(i)-dong, Gangseo-gu, Busan, South Korea",관문주유소,36.0051002,129.3260114,"382 Hyoja-dong, Nam-gu, Pohang, Gyeongsangbuk-do, South Korea"
University of Copenhagen,73,http://www.ku.dk/english/,55.6802303,12.5724096,"Nørregade 10, 1165 København, Denmark","55.6802303,12.572409599999999",Restaurant Cofoco,55.671814299999994,12.5584284,"Abel Cathrines Gade 7, 1654 København V, Denmark",Copenhagen Airport,55.6180236,12.6507628,"Lufthavnsboulevarden 6, 2770 Kastrup, Denmark",Q8 Tankstation,55.6774368,12.560882000000001,"Nyropsgade 42, 1602 København, Denmark"
University of Zurich,74,http://www.uzh.ch/en.html,47.3743221,8.550981199999999,"Rämistrasse 71, 8006 Zürich, Switzerland","47.3743221,8.550981199999999",Haus zum Rüden,47.3708869,8.5430974,"Limmatquai 42, 8001 Zürich, Switzerland",Zurich Airport,47.4582165,8.5554755,"8058 Zürich-Flughafen, Switzerland",Shell,47.367825599999996,8.564241,"Bergstrasse 122, 8032 Zürich, Switzerland"
Universidad de Buenos Aires (UBA),75,http://www.uba.ar/,-34.5936291,-58.48368209999999,"Buenos Aires, Argentina","-34.5936291,-58.48368209999999",Restaurante i Latina Buenos Aires,-34.600312,-58.44398100000001,"AFE, PEDRO DOMINGO MURILLO 725, C1414 CABA, Argentina",Aeroparque Internacional Jorge Newbery,-34.5580305,-58.4170088,"Av. Costanera Rafael Obligado s/n, C1425 CABA, Argentina",Shell,-34.5890343,-58.4849766,"Av. de los Constituyentes 3516, Buenos Aires, Argentina"
National Taiwan University (NTU),76,http://nturanking.lis.ntu.edu.tw/Default.aspx,25.0173405,121.5397518,"No. 1, Section 4, Roosevelt Rd, Da’an District, Taipei City, Taiwan 10617","25.0173405,121.53975179999999",Luna D'Italia Italian Restaurant,25.0254913,121.54941090000001,"No. 3, Lane 265, Section 2, Dunhua South Road, Da’an District, Taipei City, Taiwan 106",Taipei Songshan Airport,25.067566,121.552699,"No. 340-9, DunHua N Rd, Songshan District, Taipei City, Taiwan 10548",CPC Gas Station,25.0054439,121.5047095,"No. 22, Section 2, Zhongshan Road, Zhonghe District, New Taipei City, Taiwan 235"
Tohoku University,77,http://www.tohoku.ac.jp/en/,38.25383400000001,140.874074,"2 Chome-1-1 Katahira, Aoba Ward, Sendai, Miyagi Prefecture 980-8577, Japan","38.253834000000005,140.874074",Namaskar Indian Restaurant ナマスカ,38.258619,140.874789,"Japan, 〒980-0811 Miyagi Prefecture, Sendai, Aoba Ward, Ichibancho, 2−2-11 TKビルディング",Sendai Airport,38.1397222,140.9169444,"Japan, 〒989-2401 Miyagi Prefecture, Natori, Shimomasuda, Minamihara",モービル 清水小路ＳＳ,38.2534446,140.8807415,"Japan, 〒980-0022 Miyagi Prefecture, Sendai, Aoba Ward, Itsutsubashi, 1 Chome−6−2"
Durham University,78,https://www.dur.ac.uk/study/pg/,54.76498589999999,-1.5782029,"Durham DH1, UK","54.76498589999999,-1.5782029",Restaurant DH1,54.7730873,-1.5897801,"The Avenue, Durham DH1 4DX, UK",Durham Tees Valley International Airport,54.5110277,-1.4240716,"Darlington DL2 1LU, UK",BP,54.78242610000001,-1.5383556,"Alma Place, Durham DH1 2HN, UK"
Lund University,79,https://www.lunduniversity.lu.se/international-admissions,55.7119483,13.203493,"Lund, Sweden","55.7119483,13.203493",Restaurant & Café Inspira,55.7109618,13.2191799,"Scheelevägen 2, 223 63 Lund, Sweden",Copenhagen Airport,55.6180236,12.6507628,"Lufthavnsboulevarden 6, 2770 Kastrup, Denmark",OKQ8,55.714706799999995,13.2001307,"Getingevägen 34, 222 41 Lund, Sweden"
"University of North Carolina, Chapel Hill",80,https://www.unc.edu/,35.90491220000001,-79.04691340000002,"Chapel Hill, NC, USA","35.904912200000005,-79.04691340000001",Top of the Hill Restaurant & Brewery,35.912961200000005,-79.0553089,"100 East Franklin Street, 3rd Floor, Chapel Hill, NC 27514, United States",Horace Williams Airport,35.9341909,-79.0606373,"1001 Estes Dr Ext, Chapel Hill, NC 27516, USA",BP,35.9089903,-79.0262103,"2229 Raleigh Rd, Chapel Hill, NC 27517, USA"
Boston University,81,http://www.bu.edu/,42.3504997,-71.10539909999999,"Boston, MA 02215, USA","42.3504997,-71.10539909999999",Tiger Mama,42.344093,-71.1003177,"1363 Boylston St, Boston, MA 02215, USA",Boston Logan International Airport,42.365613200000006,-71.00956020000001,"1 Harborside Dr, Boston, MA 02128, USA",Sunoco Gas Station,42.345001700000005,-71.0953311,"1250 Boylston St, Boston, MA 02215, USA"
The University of Sheffield,82,https://www.sheffield.ac.uk/international,53.3809409,-1.4879469,"Western Bank, Sheffield S10 2TN, UK","53.3809409,-1.4879468999999999",Akbar's Restaurant Sheffield,53.379387,-1.4801469999999999,"10 Fitzwilliam St, Sheffield S1 4JB, UK",Manchester Airport,53.358802600000004,-2.2727303,"Manchester M90 1QX, UK",Shell,53.3866358,-1.4791873,"Netherthorpe Rd, Sheffield S3 7EZ, UK"
The University of Auckland,83,https://www.auckland.ac.nz/en/on-campus/accommodation.html,-36.8523378,174.7691073,"Auckland 1010, New Zealand","-36.852337799999994,174.7691073",Aria Restaurant & Bar,-36.849827000000005,174.76314399999998,"128 Albert Street, Auckland, 1010, New Zealand",Auckland Airport,-37.008247600000004,174.7850358,"Ray Emery Dr, Auckland Airport, Auckland 2022, New Zealand",BP,-36.8462276,174.7586366,"Fanshawe St 104-108 City Centre, 1010, New Zealand"
University of Birmingham,84,https://www.birmingham.ac.uk/International/index.aspx,52.45081679999999,-1.9305135,"Birmingham B15 2TT, UK","52.45081679999999,-1.9305134999999998",Simpsons Restaurant,52.468337,-1.922959,"20 Highfield Rd, Birmingham B15 3DU, UK",Birmingham Airport,52.4523821,-1.7435071,"Birmingham B26 3QJ, UK",Esso,52.44679300000001,-1.9305029999999999,"479 Bristol Rd, Birmingham B29 6BA, UK"
University of Nottingham,85,https://www.nottingham.ac.uk/Utilities/a-z.aspx,52.938636,-1.1951582,"Nottingham NG7 2RD, UK","52.938635999999995,-1.1951582",Chiquito,52.9356214,-1.1757705,"Redfield Way, Nottingham NG7 2UW, UK",East Midlands Airport,52.829374,-1.332134,"Castle Donington, Derby DE74 2SA, UK",Texaco UK,52.927263399999994,-1.2036543,"Queens Rd, Beeston, Nottingham NG9 2FE, UK"
The Ohio State University,86,https://www.osu.edu/,40.01419050000001,-83.03091429999998,"Columbus, OH 43210, USA","40.014190500000005,-83.03091429999998",Wingstop,40.021738799999994,-83.0257625,"3005 Olentangy River Rd, Columbus, OH 43202, USA",John Glenn Columbus International Airport,39.9999399,-82.8871767,"4600 International Gateway, Columbus, OH 43219, USA",Sunoco Gas Station,40.01846810000001,-83.02420749999999,"2825 Olentangy River Rd, Columbus, OH 43202, USA"
Zhejiang University,87,http://iczu.zju.edu.cn/english/redir.php?catalog_id=249,30.263944,120.123279,"38 Zheda Rd, Xihu Qu, Hangzhou Shi, Zhejiang Sheng, China, 310027","30.263944,120.12327900000001",T.G.I. Friday's,30.258518,120.120769,"China, Zhejiang, Hangzhou, Xihu, Shihushan Rd, 青芝坞70号",Hangzhou International Airport,30.235948600000004,120.43889070000002,"Xiaoshan, Hangzhou, Zhejiang, China",中国石油天然气总公司浙江石油勘探处,30.272374,120.11944,"China, Zhejiang, Hangzhou, Xihu, 天目山路374"
"Trinity College Dublin, The University of Dublin",88,https://www.tcd.ie/business/msc/intl-management/,53.3437935,-6.254571599999999,"College Green, Dublin 2, Co. Dublin, Ireland","53.343793500000004,-6.2545715999999985",Dax Restaurant,53.334811,-6.254518,"Pembroke Street Upper Pembroke Street Upper, Dublin 2, D02 AK20, Ireland",Dublin Airport,53.4264481,-6.2499098,"Dublin, Ireland",Maxol,53.3338935,-6.2461465,"4 Mespil Rd, Dublin, Ireland"
Rice University,89,http://www.rice.edu/,29.7173941,-95.4018312,"6100 Main St, Houston, TX 77005, USA","29.7173941,-95.4018312",Au Bon Pain,29.7149951,-95.39743299999999,"6400 Fannin Road Suite 218, Houston, TX 77030, United States",George Bush Intercontinental Airport,29.990219899999996,-95.3367827,"2800 N Terminal Rd, Houston, TX 77032, USA",Valero Corner Store,29.723366600000002,-95.41828790000001,"5415 Kirby Dr, Houston, TX 77005, USA"
Korea University,90,https://graduate2.korea.ac.kr/,37.590799,127.0277773,"145 Anam-ro, Anam-dong, Seongbuk-gu, Seoul, South Korea","37.590799,127.02777730000001",Everest Restaurant,37.572533299999996,127.0124869,"2-1 Jong-ro 51ga-gil, Changsin-dong, Jongno-gu, Seoul, South Korea",Gimpo International Airport,37.558654499999996,126.7944739,"112 Haneul-gil, Gangseo-gu, Seoul, South Korea",풍한주유소,37.589172,127.036019,"136-237 Jegi-dong, Dongdaemun-gu, Seoul, South Korea"
University of Alberta,91,https://www.ualberta.ca/law/,53.5232189,-113.5263186,"116 St & 85 Ave, Edmonton, AB T6G 2R3, Canada","53.5232189,-113.5263186",Earls Kitchen + Bar,53.52274789999999,-113.52049170000001,"8629 112 St NW, Edmonton, AB T6G 1K8, Canada",Edmonton International Airport,53.3066108,-113.5898222,"1000 Airport Rd, Edmonton, AB T9E 0V3, Canada",Esso,53.517766,-113.5117071,"10863 82 Ave NW, Edmonton, AB T6E 2B2, Canada"
University of St Andrews,92,https://www.st-andrews.ac.uk/business-services/lean/,56.3416934,-2.7927522,"St Andrews KY16 9AJ, UK","56.341693400000004,-2.7927522000000002",Playfair's Restaurant and Steakhouse,56.3421238,-2.8009144,"Playfair Terrace, 2 North St, St Andrews KY16 9HX, UK",Dundee Airport,56.452445,-3.024947,"Riverside Dr, Dundee DD2 1UH, UK",Shell,56.3383216,-2.8013179,"Bridge St, St Andrews KY16 9EX, UK"
Pennsylvania State University,93,http://www.psu.edu/,40.7982133,-77.85990840000002,"Old Main, State College, PA 16801, USA","40.7982133,-77.85990840000001",The Tavern,40.795619,-77.859717,"220 E College Ave, State College, PA 16801, USA",Mifflin County Airport-Rvl,40.6772859,-77.62617579999998,"547 Airport Rd, Reedsville, PA 17084, USA",Sunoco Gas Station,40.7917715,-77.86565590000001,"106 N Atherton St, State College, PA 16801, USA"
The University of Western Australia,94,http://uwa.edu.au/contact,-31.981179,115.8199096,"35 Stirling Hwy, Crawley WA 6009, Australia","-31.981178999999997,115.81990959999999",Matilda Bay Restaurant,-31.9844197,115.82264340000002,"3 Hackett Dr, Crawley WA 6009, Australia",Perth Airport,-31.938547600000003,115.96724920000001,"Perth Airport WA 6105, Australia",Caltex Star Mart,-31.977643699999998,115.81367620000002,"1 Broadway, Nedlands WA 6009, Australia"
Lomonosov Moscow State University,95,https://www.msu.ru/en/intcoop/,55.70393490000001,37.5286696,"ul. Leninskiye Gory, 1, Moskva, Russia, 119991","55.70393490000001,37.5286696",T.G.I. Friday’s,55.69154350000001,37.5274445,"Prospekt Vernadskogo, 6, Moskva, Russia, 119311",Vnukovo International Airport,55.599647999999995,37.2712341,"Vnukovo, Moscow Oblast, Russia",Lukoil,55.7027764,37.518789500000004,"119192, Москва, Ломоносовский пр., строение 27А, Russia"
The Hong Kong Polytechnic University,96,https://www.polyu.edu.hk/engl/study/pg-research-prog,22.3028474,114.1784191,"11 Yuk Choi Rd, Hung Hom, Hong Kong","22.302847399999997,114.17841909999999",Manakamana Nepali Restaurant,22.306995,114.170126,"165 Temple Street, Jordan, Hong Kong",Hong Kong International Airport,22.308047,113.9184808,"1 Sky Plaza Rd, Chek Lap Kok, Hong Kong",Esso,22.3081646,114.1841791,"蕪湖街165號‐171號, Hung Hom, Hong Kong"
University of Science and Technology of China,97,https://en.biox.ustc.edu.cn/,31.821994,117.28059,"1129 Huizhou Ave, Baohe Qu, Hefei Shi, Anhui Sheng, China, 230000","31.821994,117.28058999999999",Dashan Local Restaurant,31.816509999999997,117.28390300000001,"Huizhou Ave, Baohe Qu, Hefei Shi, Anhui Sheng, China, 230000",合肥骆岗机场,31.779629999999997,117.3076,"Baohe, Hefei, China, 230051",China Railway No.4 Bureau Filling Station,31.82957,117.271666,"Susong Rd, Baohe Qu, Hefei Shi, Anhui Sheng, China, 230000"
KTH Royal Institute of Technology,98,https://www.kth.se/en,59.34980649999999,18.0706646,"Brinellvägen 8, 114 28 Stockholm, Sweden","59.34980649999999,18.0706646",Esperanto Restaurant,59.343570400000004,18.065565399999997,"Kungstensgatan 2, 114 25 Stockholm, Sweden",Bromma Stockholm Airport,59.354812,17.9427217,"Ulvsundavägen, 168 67 Stockholm, Sweden",Circle K,59.3490387,18.0598123,"Birger Jarlsgatan 120C, 114 20 Stockholm, Sweden"
University of Geneva,99,http://www.unige.ch/droit/transnational/vie.html,46.199444,6.1451157,"1205 Geneva, Switzerland","46.199444,6.1451157",Fifty-Fifty,46.203453499999995,6.1485867,"Rue Neuve-du-Molard 7, 1204 Genève, Switzerland",Genève Aéroport,46.2370097,6.109156400000001,"Route de l'Aéroport 21, 1215 Le Grand-Saconnex, Switzerland",BP,46.2021559,6.154681500000001,"Boulevard Helvétique 31Bis, 1207 Genève, Switzerland"
Washington University in St. Louis,100,https://economics.wustl.edu/,38.6487895,-90.31079620000001,"1 Brookings Dr, St. Louis, MO 63130, USA","38.6487895,-90.3107962",Blueberry Hill,38.655825,-90.30518570000001,"6504 Delmar Blvd, St. Louis, MO 63130, USA",St. Louis Lambert International Airport,38.7503222,-90.37545209999999,"10701 Lambert International Blvd, St. Louis, MO 63145, USA",BP,38.648406,-90.3279107,"7360 Forsyth Blvd, St. Louis, MO 63105, USA"
